/* DATA DESCRIPTION:
Citation:	Dallmayr, Remi; Freitag, Johannes; Hörhold, Maria; Laepple, Thomas; Wilhelms, Frank (2021): GPR profiles between B31, B32, and B33, terrestrial traverses 1999/2000 ; 2000/2001, Droning-Maud Land [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.935129
Abstract:	Surface Mass Balance between location B31 and B33 (SMB, in kg/m2/yr) corresponding to interval between radar horizons (1-2), between Tambora (1817) and year of measurement (2000/2001). The conversion of IRH traveltime to depth was discribed in Rotschky et al. 2004, and Eisen et al. 2004.
Keyword(s):	accumulation rate in Dronning Maud Land; GPR; terrestrial traverse
Related to:	Dallmayr, Remi; Freitag, Johannes; Laepple, Thomas; Wilhelms, Frank; Jansen, Daniela; Behrens, Melanie K; Hörhold, Maria (2021): Topographic effect creates non-climatic variations in ice-core based temperature records of the last millennium. https://doi.org/10.1002/essoar.10508113.1
	Eisen, Olaf; Rack, Wolfgang; Nixdorf, Uwe; Wilhelms, Frank (2005): Characteristics of accumulation around the EPICA deep-drilling site in Dronning Maud Land, Antarctica. Annals of Glaciology, 41, 41-46, https://doi.org/10.3189/172756405781813276
	Rotschky, Gerit; Eisen, Olaf; Wilhelms, Frank; Nixdorf, Uwe; Oerter, Hans (2004): Spatial distribution of surface mass balance on Amundsenisen plateau, Antarctica, derived from ice-penetrating radar studies. Annals of Glaciology, 39, 265-270, https://doi.org/10.3189/172756404781814618
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	MEDIAN LATITUDE: -75.191115 * MEDIAN LONGITUDE: 1.472444 * SOUTH-BOUND LATITUDE: -75.581500 * WEST-BOUND LONGITUDE: -3.430333 * NORTH-BOUND LATITUDE: -74.968500 * EAST-BOUND LONGITUDE: 6.499999
	DATE/TIME START: 1999-12-01T00:00:00 * DATE/TIME END: 2001-01-31T00:00:00
Event(s):	ANT-Land_1999 (Transect 1999/2000 (B32 to B33)) * LATITUDE START: -75.002500 * LONGITUDE START: 0.007333 * LATITUDE END: -75.166667 * LONGITUDE END: 6.500000 * DATE/TIME START: 1999-12-01T00:00:00 * DATE/TIME END: 2000-01-31T00:00:00 * LOCATION: Antarctica * CAMPAIGN: EPICA_DML5 * BASIS: Kohnen Station (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Multiple investigations (MULT)
	ANT-Land_2000 (Transect 2000/2001 (B31 to B32)) * LATITUDE START: -75.002326 * LONGITUDE START: 0.007496 * LATITUDE END: -75.581732 * LONGITUDE END: -3.431095 * DATE/TIME START: 2000-12-01T00:00:00 * DATE/TIME END: 2001-01-31T00:00:00 * LOCATION: Antarctica * CAMPAIGN: EPICA_DML6 * BASIS: Kohnen Station (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Multiple investigations (MULT)
Parameter(s):	Event label (Event) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	Distance [km] (Distance) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	LONGITUDE (Longitude) * GEOCODE * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	LATITUDE (Latitude) * GEOCODE * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	Surface mass balance [kg/m**2/a] (SMB) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de) * COMMENT: corresponding to interval between radar horizons (1-2)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	31822 data points
*/
Event	Distance [km]	Longitude	Latitude	SMB [kg/m**2/a]
ANT-Land_1999		2.1406108	-75.0716786	56.39
ANT-Land_1999		2.1414059	-75.0717044	56.39
ANT-Land_1999		2.1422010	-75.0717302	56.29
ANT-Land_1999		2.1429961	-75.0717559	56.11
ANT-Land_1999		2.1437912	-75.0717817	56.14
ANT-Land_1999		2.1445863	-75.0718075	56.11
ANT-Land_1999		2.1453814	-75.0718333	56.12
ANT-Land_1999		2.1461765	-75.0718591	56.14
ANT-Land_1999		2.1469717	-75.0718849	55.95
ANT-Land_1999		2.1477668	-75.0719107	56.05
ANT-Land_1999		2.1485619	-75.0719364	55.95
ANT-Land_1999		2.1493570	-75.0719622	55.74
ANT-Land_1999		2.1501521	-75.0719880	55.99
ANT-Land_1999		2.1509472	-75.0720138	55.91
ANT-Land_1999		2.1517423	-75.0720396	55.67
ANT-Land_1999		2.1525374	-75.0720654	55.47
ANT-Land_1999		2.1533325	-75.0720911	55.83
ANT-Land_1999		2.1541276	-75.0721169	55.66
ANT-Land_1999		2.1549227	-75.0721427	55.43
ANT-Land_1999		2.1557179	-75.0721685	55.22
ANT-Land_1999		2.1565130	-75.0721943	55.38
ANT-Land_1999		2.1573081	-75.0722201	55.25
ANT-Land_1999		2.1581032	-75.0722459	55.41
ANT-Land_1999		2.1588983	-75.0722716	55.44
ANT-Land_1999		2.1596934	-75.0722974	55.20
ANT-Land_1999		2.1604885	-75.0723232	55.12
ANT-Land_1999		2.1612836	-75.0723490	55.49
ANT-Land_1999		2.1620787	-75.0723748	55.38
ANT-Land_1999		2.1628738	-75.0724005	55.42
ANT-Land_1999		2.1636689	-75.0724263	55.31
ANT-Land_1999		2.1644641	-75.0724521	55.00
ANT-Land_1999		2.1652592	-75.0724779	55.18
ANT-Land_1999		2.1660543	-75.0725037	54.87
ANT-Land_1999		2.1668494	-75.0725295	55.13
ANT-Land_1999		2.1676445	-75.0725552	55.18
ANT-Land_1999		2.1684396	-75.0725810	55.27
ANT-Land_1999		2.1692347	-75.0726068	55.30
ANT-Land_1999		2.1700298	-75.0726326	55.15
ANT-Land_1999		2.1708249	-75.0726584	55.04
ANT-Land_1999		2.1716200	-75.0726842	55.00
ANT-Land_1999		2.1724151	-75.0727100	55.25
ANT-Land_1999		2.1732103	-75.0727357	55.26
ANT-Land_1999		2.1740054	-75.0727615	55.06
ANT-Land_1999		2.1748005	-75.0727873	55.50
ANT-Land_1999		2.1755956	-75.0728131	54.99
ANT-Land_1999		2.1763907	-75.0728389	55.13
ANT-Land_1999		2.1771858	-75.0728647	55.10
ANT-Land_1999		2.1779809	-75.0728905	55.13
ANT-Land_1999		2.1787760	-75.0729162	55.06
ANT-Land_1999		2.1795711	-75.0729420	55.13
ANT-Land_1999		2.1803662	-75.0729678	55.09
ANT-Land_1999		2.1811613	-75.0729936	54.80
ANT-Land_1999		2.1819565	-75.0730194	55.01
ANT-Land_1999		2.1827516	-75.0730451	55.06
ANT-Land_1999		2.1835467	-75.0730709	55.18
ANT-Land_1999		2.1843418	-75.0730967	55.30
ANT-Land_1999		2.1851369	-75.0731225	55.05
ANT-Land_1999		2.1859320	-75.0731483	54.99
ANT-Land_1999		2.1867271	-75.0731741	55.00
ANT-Land_1999		2.1875222	-75.0731999	55.14
ANT-Land_1999		2.1883173	-75.0732256	54.80
ANT-Land_1999		2.1891124	-75.0732514	55.00
ANT-Land_1999		2.1899076	-75.0732772	55.07
ANT-Land_1999		2.1907027	-75.0733030	55.06
ANT-Land_1999		2.1914978	-75.0733288	55.12
ANT-Land_1999		2.1922929	-75.0733546	55.25
ANT-Land_1999		2.1930880	-75.0733803	55.21
ANT-Land_1999		2.1938831	-75.0734061	54.96
ANT-Land_1999		2.1946782	-75.0734319	55.07
ANT-Land_1999		2.1954733	-75.0734577	55.11
ANT-Land_1999		2.1962684	-75.0734835	55.07
ANT-Land_1999		2.1970635	-75.0735093	55.13
ANT-Land_1999		2.1978586	-75.0735351	55.10
ANT-Land_1999		2.1986538	-75.0735608	54.92
ANT-Land_1999		2.1994489	-75.0735866	54.95
ANT-Land_1999		2.2002440	-75.0736124	55.02
ANT-Land_1999		2.2010391	-75.0736382	55.29
ANT-Land_1999		2.2018342	-75.0736640	55.22
ANT-Land_1999		2.2026293	-75.0736897	55.05
ANT-Land_1999		2.2034244	-75.0737155	54.94
ANT-Land_1999		2.2042195	-75.0737413	55.02
ANT-Land_1999		2.2050146	-75.0737671	55.10
ANT-Land_1999		2.2058097	-75.0737929	55.10
ANT-Land_1999		2.2066048	-75.0738187	55.17
ANT-Land_1999		2.2074000	-75.0738445	54.87
ANT-Land_1999		2.2081951	-75.0738702	54.97
ANT-Land_1999		2.2089902	-75.0738960	54.81
ANT-Land_1999		2.2097853	-75.0739218	54.79
ANT-Land_1999		2.2105804	-75.0739476	54.69
ANT-Land_1999		2.2113755	-75.0739734	54.72
ANT-Land_1999		2.2121706	-75.0739992	54.79
ANT-Land_1999		2.2129657	-75.0740249	54.89
ANT-Land_1999		2.2137608	-75.0740507	54.69
ANT-Land_1999		2.2145559	-75.0740765	54.80
ANT-Land_1999		2.2153510	-75.0741023	54.77
ANT-Land_1999		2.2161462	-75.0741281	54.75
ANT-Land_1999		2.2169413	-75.0741539	54.52
ANT-Land_1999		2.2177364	-75.0741797	54.64
ANT-Land_1999		2.2185315	-75.0742054	54.61
ANT-Land_1999		2.2193266	-75.0742312	54.50
ANT-Land_1999		2.2201217	-75.0742570	54.49
ANT-Land_1999		2.2209168	-75.0742828	54.43
ANT-Land_1999		2.2217119	-75.0743086	54.42
ANT-Land_1999		2.2225070	-75.0743344	54.68
ANT-Land_1999		2.2233021	-75.0743601	55.10
ANT-Land_1999		2.2240972	-75.0743859	54.64
ANT-Land_1999		2.2248924	-75.0744117	54.43
ANT-Land_1999		2.2256875	-75.0744375	54.35
ANT-Land_1999		2.2264826	-75.0744633	54.30
ANT-Land_1999		2.2272777	-75.0744891	54.37
ANT-Land_1999		2.2280728	-75.0745148	54.39
ANT-Land_1999		2.2288679	-75.0745406	54.04
ANT-Land_1999		2.2296630	-75.0745664	53.91
ANT-Land_1999		2.2304581	-75.0745922	54.05
ANT-Land_1999		2.2312532	-75.0746180	54.04
ANT-Land_1999		2.2320483	-75.0746438	53.95
ANT-Land_1999		2.2328434	-75.0746695	53.96
ANT-Land_1999		2.2336386	-75.0746953	54.22
ANT-Land_1999		2.2344337	-75.0747211	53.89
ANT-Land_1999		2.2352288	-75.0747469	53.77
ANT-Land_1999		2.2360239	-75.0747727	53.83
ANT-Land_1999		2.2368190	-75.0747985	53.81
ANT-Land_1999		2.2376141	-75.0748243	53.67
ANT-Land_1999		2.2384092	-75.0748500	53.66
ANT-Land_1999		2.2392043	-75.0748758	53.78
ANT-Land_1999		2.2399994	-75.0749016	53.65
ANT-Land_1999		2.2407945	-75.0749274	53.75
ANT-Land_1999		2.2415896	-75.0749532	53.89
ANT-Land_1999		2.2423848	-75.0749790	53.71
ANT-Land_1999		2.2431799	-75.0750047	53.55
ANT-Land_1999		2.2439750	-75.0750305	53.81
ANT-Land_1999		2.2447701	-75.0750563	53.39
ANT-Land_1999		2.2455652	-75.0750821	53.38
ANT-Land_1999		2.2463603	-75.0751079	53.42
ANT-Land_1999		2.2471554	-75.0751337	53.16
ANT-Land_1999		2.2479505	-75.0751594	53.18
ANT-Land_1999		2.2487456	-75.0751852	53.38
ANT-Land_1999		2.2495407	-75.0752110	53.20
ANT-Land_1999		2.2503358	-75.0752368	52.88
ANT-Land_1999		2.2511310	-75.0752626	52.99
ANT-Land_1999		2.2519261	-75.0752884	53.25
ANT-Land_1999		2.2527212	-75.0753141	53.41
ANT-Land_1999		2.2535163	-75.0753399	53.17
ANT-Land_1999		2.2543114	-75.0753657	53.12
ANT-Land_1999		2.2551065	-75.0753915	52.76
ANT-Land_1999		2.2559016	-75.0754173	52.91
ANT-Land_1999		2.2566967	-75.0754431	53.00
ANT-Land_1999		2.2574918	-75.0754688	52.78
ANT-Land_1999		2.2582869	-75.0754946	52.89
ANT-Land_1999		2.2590820	-75.0755204	53.49
ANT-Land_1999		2.2598772	-75.0755462	52.92
ANT-Land_1999		2.2606723	-75.0755720	52.81
ANT-Land_1999		2.2614674	-75.0755978	52.88
ANT-Land_1999		2.2622625	-75.0756236	52.91
ANT-Land_1999		2.2630576	-75.0756493	52.83
ANT-Land_1999		2.2638527	-75.0756751	52.89
ANT-Land_1999		2.2646478	-75.0757009	53.61
ANT-Land_1999		2.2654429	-75.0757267	52.78
ANT-Land_1999		2.2662380	-75.0757525	52.89
ANT-Land_1999		2.2670331	-75.0757783	52.72
ANT-Land_1999		2.2678282	-75.0758041	52.68
ANT-Land_1999		2.2686234	-75.0758298	52.70
ANT-Land_1999		2.2694185	-75.0758556	52.80
ANT-Land_1999		2.2702136	-75.0758814	52.76
ANT-Land_1999		2.2710087	-75.0759072	52.64
ANT-Land_1999		2.2718038	-75.0759330	52.65
ANT-Land_1999		2.2725989	-75.0759587	52.90
ANT-Land_1999		2.2733940	-75.0759845	52.78
ANT-Land_1999		2.2741891	-75.0760103	52.83
ANT-Land_1999		2.2749842	-75.0760361	52.90
ANT-Land_1999		2.2757793	-75.0760619	52.76
ANT-Land_1999		2.2765744	-75.0760877	52.88
ANT-Land_1999		2.2773696	-75.0761134	52.78
ANT-Land_1999		2.2781647	-75.0761392	52.70
ANT-Land_1999		2.2789598	-75.0761650	52.75
ANT-Land_1999		2.2797549	-75.0761908	52.71
ANT-Land_1999		2.2805500	-75.0762166	52.89
ANT-Land_1999		2.2813451	-75.0762424	52.88
ANT-Land_1999		2.2821402	-75.0762682	52.76
ANT-Land_1999		2.2829353	-75.0762939	52.83
ANT-Land_1999		2.2837304	-75.0763197	52.87
ANT-Land_1999		2.2845255	-75.0763455	52.88
ANT-Land_1999		2.2853206	-75.0763713	52.95
ANT-Land_1999		2.2861158	-75.0763971	53.26
ANT-Land_1999		2.2869109	-75.0764229	52.93
ANT-Land_1999		2.2877060	-75.0764487	52.90
ANT-Land_1999		2.2885011	-75.0764744	52.92
ANT-Land_1999		2.2892962	-75.0765002	52.88
ANT-Land_1999		2.2900913	-75.0765260	53.08
ANT-Land_1999		2.2908864	-75.0765518	53.22
ANT-Land_1999		2.2916815	-75.0765776	53.01
ANT-Land_1999		2.2924766	-75.0766033	53.22
ANT-Land_1999		2.2932717	-75.0766291	52.84
ANT-Land_1999		2.2940669	-75.0766549	53.12
ANT-Land_1999		2.2948620	-75.0766807	53.17
ANT-Land_1999		2.2956571	-75.0767065	53.14
ANT-Land_1999		2.2964522	-75.0767323	53.25
ANT-Land_1999		2.2972473	-75.0767581	53.38
ANT-Land_1999		2.2980424	-75.0767838	53.63
ANT-Land_1999		2.2988375	-75.0768096	53.43
ANT-Land_1999		2.2996326	-75.0768354	53.23
ANT-Land_1999		2.3004277	-75.0768612	53.32
ANT-Land_1999		2.3012228	-75.0768870	53.42
ANT-Land_1999		2.3020179	-75.0769128	53.50
ANT-Land_1999		2.3028131	-75.0769385	53.62
ANT-Land_1999		2.3036082	-75.0769643	53.65
ANT-Land_1999		2.3044033	-75.0769901	53.54
ANT-Land_1999		2.3051984	-75.0770159	53.77
ANT-Land_1999		2.3059935	-75.0770417	53.80
ANT-Land_1999		2.3067886	-75.0770675	53.94
ANT-Land_1999		2.3075837	-75.0770933	53.76
ANT-Land_1999		2.3083788	-75.0771190	53.82
ANT-Land_1999		2.3091739	-75.0771448	53.80
ANT-Land_1999		2.3099690	-75.0771706	53.85
ANT-Land_1999		2.3107641	-75.0771964	53.92
ANT-Land_1999		2.3115593	-75.0772222	54.01
ANT-Land_1999		2.3123544	-75.0772480	54.06
ANT-Land_1999		2.3131495	-75.0772737	54.11
ANT-Land_1999		2.3139446	-75.0772995	53.98
ANT-Land_1999		2.3147397	-75.0773253	54.15
ANT-Land_1999		2.3155348	-75.0773511	54.50
ANT-Land_1999		2.3163299	-75.0773769	54.18
ANT-Land_1999		2.3171250	-75.0774027	54.13
ANT-Land_1999		2.3179201	-75.0774284	54.19
ANT-Land_1999		2.3187152	-75.0774542	54.19
ANT-Land_1999		2.3195103	-75.0774800	54.89
ANT-Land_1999		2.3203055	-75.0775058	54.27
ANT-Land_1999		2.3211006	-75.0775316	54.62
ANT-Land_1999		2.3218957	-75.0775574	54.69
ANT-Land_1999		2.3226908	-75.0775831	54.55
ANT-Land_1999		2.3234859	-75.0776089	54.68
ANT-Land_1999		2.3242810	-75.0776347	54.92
ANT-Land_1999		2.3250761	-75.0776605	54.77
ANT-Land_1999		2.3258712	-75.0776863	54.79
ANT-Land_1999		2.3266663	-75.0777121	54.91
ANT-Land_1999		2.3274614	-75.0777379	55.09
ANT-Land_1999		2.3282565	-75.0777636	55.09
ANT-Land_1999		2.3290517	-75.0777894	54.90
ANT-Land_1999		2.3298468	-75.0778152	55.21
ANT-Land_1999		2.3306419	-75.0778410	55.17
ANT-Land_1999		2.3314370	-75.0778668	55.15
ANT-Land_1999		2.3322321	-75.0778926	55.35
ANT-Land_1999		2.3330272	-75.0779183	55.38
ANT-Land_1999		2.3338223	-75.0779441	55.34
ANT-Land_1999		2.3346174	-75.0779699	55.57
ANT-Land_1999		2.3354125	-75.0779957	55.36
ANT-Land_1999		2.3362076	-75.0780215	55.59
ANT-Land_1999		2.3370027	-75.0780473	55.80
ANT-Land_1999		2.3377979	-75.0780730	55.68
ANT-Land_1999		2.3385930	-75.0780988	55.92
ANT-Land_1999		2.3393881	-75.0781246	55.91
ANT-Land_1999		2.3401832	-75.0781504	55.96
ANT-Land_1999		2.3409783	-75.0781762	56.18
ANT-Land_1999		2.3417734	-75.0782020	55.90
ANT-Land_1999		2.3425685	-75.0782277	56.02
ANT-Land_1999		2.3433636	-75.0782535	56.18
ANT-Land_1999		2.3441587	-75.0782793	56.04
ANT-Land_1999		2.3449538	-75.0783051	56.27
ANT-Land_1999		2.3457489	-75.0783309	56.23
ANT-Land_1999		2.3465441	-75.0783567	56.36
ANT-Land_1999		2.3473392	-75.0783825	56.32
ANT-Land_1999		2.3481343	-75.0784082	56.51
ANT-Land_1999		2.3489294	-75.0784340	56.81
ANT-Land_1999		2.3497245	-75.0784598	56.45
ANT-Land_1999		2.3505196	-75.0784856	56.37
ANT-Land_1999		2.3513147	-75.0785114	56.59
ANT-Land_1999		2.3521098	-75.0785372	56.58
ANT-Land_1999		2.3529049	-75.0785629	56.76
ANT-Land_1999		2.3537000	-75.0785887	56.60
ANT-Land_1999		2.3544951	-75.0786145	56.90
ANT-Land_1999		2.3552903	-75.0786403	57.20
ANT-Land_1999		2.3560854	-75.0786661	56.99
ANT-Land_1999		2.3568805	-75.0786919	57.18
ANT-Land_1999		2.3576756	-75.0787176	56.96
ANT-Land_1999		2.3584707	-75.0787434	57.23
ANT-Land_1999		2.3592658	-75.0787692	57.25
ANT-Land_1999		2.3600609	-75.0787950	57.27
ANT-Land_1999		2.3608560	-75.0788208	57.34
ANT-Land_1999		2.3616511	-75.0788466	57.48
ANT-Land_1999		2.3624462	-75.0788723	57.58
ANT-Land_1999		2.3632413	-75.0788981	57.74
ANT-Land_1999		2.3640365	-75.0789239	57.51
ANT-Land_1999		2.3648316	-75.0789497	57.47
ANT-Land_1999		2.3656267	-75.0789755	57.64
ANT-Land_1999		2.3664218	-75.0790013	57.71
ANT-Land_1999		2.3672169	-75.0790270	57.69
ANT-Land_1999		2.3680120	-75.0790528	57.72
ANT-Land_1999		2.3688071	-75.0790786	57.99
ANT-Land_1999		2.3696022	-75.0791044	57.79
ANT-Land_1999		2.3703973	-75.0791302	57.72
ANT-Land_1999		2.3711924	-75.0791560	57.98
ANT-Land_1999		2.3719875	-75.0791818	58.13
ANT-Land_1999		2.3727827	-75.0792075	57.96
ANT-Land_1999		2.3735778	-75.0792333	58.04
ANT-Land_1999		2.3743729	-75.0792591	57.83
ANT-Land_1999		2.3751680	-75.0792849	58.03
ANT-Land_1999		2.3759631	-75.0793107	57.93
ANT-Land_1999		2.3767582	-75.0793365	57.79
ANT-Land_1999		2.3775533	-75.0793623	57.68
ANT-Land_1999		2.3783484	-75.0793880	57.87
ANT-Land_1999		2.3791435	-75.0794138	57.90
ANT-Land_1999		2.3799386	-75.0794396	58.03
ANT-Land_1999		2.3807337	-75.0794654	57.73
ANT-Land_1999		2.3815289	-75.0794912	58.11
ANT-Land_1999		2.3823240	-75.0795169	57.91
ANT-Land_1999		2.3831191	-75.0795427	58.07
ANT-Land_1999		2.3839142	-75.0795685	58.18
ANT-Land_1999		2.3847093	-75.0795943	58.27
ANT-Land_1999		2.3855044	-75.0796201	58.39
ANT-Land_1999		2.3862995	-75.0796459	58.28
ANT-Land_1999		2.3870946	-75.0796716	58.30
ANT-Land_1999		2.3878897	-75.0796974	58.23
ANT-Land_1999		2.3886848	-75.0797232	58.08
ANT-Land_1999		2.3894799	-75.0797490	58.30
ANT-Land_1999		2.3902751	-75.0797748	58.33
ANT-Land_1999		2.3910702	-75.0798006	58.32
ANT-Land_1999		2.3918653	-75.0798264	58.26
ANT-Land_1999		2.3926604	-75.0798521	58.20
ANT-Land_1999		2.3934555	-75.0798779	58.09
ANT-Land_1999		2.3942506	-75.0799037	58.16
ANT-Land_1999		2.3950457	-75.0799295	57.96
ANT-Land_1999		2.3958408	-75.0799553	57.77
ANT-Land_1999		2.3966359	-75.0799811	57.98
ANT-Land_1999		2.3974310	-75.0800069	58.18
ANT-Land_1999		2.3982261	-75.0800326	58.07
ANT-Land_1999		2.3990213	-75.0800584	58.29
ANT-Land_1999		2.3998164	-75.0800842	57.83
ANT-Land_1999		2.4006115	-75.0801100	57.83
ANT-Land_1999		2.4014066	-75.0801358	57.88
ANT-Land_1999		2.4022017	-75.0801615	57.77
ANT-Land_1999		2.4029968	-75.0801873	57.68
ANT-Land_1999		2.4037919	-75.0802131	57.95
ANT-Land_1999		2.4045870	-75.0802389	57.81
ANT-Land_1999		2.4053821	-75.0802647	57.86
ANT-Land_1999		2.4061772	-75.0802905	57.99
ANT-Land_1999		2.4069723	-75.0803163	57.68
ANT-Land_1999		2.4077675	-75.0803420	57.92
ANT-Land_1999		2.4085626	-75.0803678	58.23
ANT-Land_1999		2.4093577	-75.0803936	57.59
ANT-Land_1999		2.4101528	-75.0804194	57.60
ANT-Land_1999		2.4109479	-75.0804452	57.65
ANT-Land_1999		2.4117430	-75.0804710	57.65
ANT-Land_1999		2.4125381	-75.0804967	57.73
ANT-Land_1999		2.4133332	-75.0805225	57.66
ANT-Land_1999		2.4141283	-75.0805483	57.61
ANT-Land_1999		2.4149234	-75.0805741	57.70
ANT-Land_1999		2.4157185	-75.0805999	57.52
ANT-Land_1999		2.4165137	-75.0806257	57.58
ANT-Land_1999		2.4173088	-75.0806515	57.65
ANT-Land_1999		2.4181039	-75.0806772	57.63
ANT-Land_1999		2.4188990	-75.0807030	57.77
ANT-Land_1999		2.4196941	-75.0807288	57.43
ANT-Land_1999		2.4204892	-75.0807546	57.46
ANT-Land_1999		2.4212843	-75.0807804	57.44
ANT-Land_1999		2.4220794	-75.0808062	57.33
ANT-Land_1999		2.4228745	-75.0808319	57.27
ANT-Land_1999		2.4236696	-75.0808577	57.41
ANT-Land_1999		2.4244648	-75.0808835	57.22
ANT-Land_1999		2.4252599	-75.0809093	57.19
ANT-Land_1999		2.4260550	-75.0809351	57.33
ANT-Land_1999		2.4268501	-75.0809609	57.45
ANT-Land_1999		2.4276452	-75.0809866	57.45
ANT-Land_1999		2.4284403	-75.0810124	57.39
ANT-Land_1999		2.4292354	-75.0810382	57.27
ANT-Land_1999		2.4300305	-75.0810640	57.27
ANT-Land_1999		2.4308256	-75.0810898	57.26
ANT-Land_1999		2.4316207	-75.0811156	57.20
ANT-Land_1999		2.4324158	-75.0811413	57.03
ANT-Land_1999		2.4332110	-75.0811671	56.82
ANT-Land_1999		2.4340061	-75.0811929	56.97
ANT-Land_1999		2.4348012	-75.0812187	56.37
ANT-Land_1999		2.4355963	-75.0812445	55.99
ANT-Land_1999		2.4363914	-75.0812703	55.86
ANT-Land_1999		2.4371865	-75.0812961	55.72
ANT-Land_1999		2.4379816	-75.0813218	56.32
ANT-Land_1999		2.4387767	-75.0813476	56.92
ANT-Land_1999		2.4395718	-75.0813734	56.52
ANT-Land_1999		2.4403669	-75.0813992	56.44
ANT-Land_1999		2.4411620	-75.0814250	56.61
ANT-Land_1999		2.4419572	-75.0814508	56.54
ANT-Land_1999		2.4427523	-75.0814765	56.46
ANT-Land_1999		2.4435474	-75.0815023	56.44
ANT-Land_1999		2.4443425	-75.0815281	56.52
ANT-Land_1999		2.4451376	-75.0815539	56.51
ANT-Land_1999		2.4459327	-75.0815797	56.28
ANT-Land_1999		2.4467278	-75.0816055	56.36
ANT-Land_1999		2.4475229	-75.0816312	56.51
ANT-Land_1999		2.4483180	-75.0816570	56.38
ANT-Land_1999		2.4491131	-75.0816828	56.30
ANT-Land_1999		2.4499082	-75.0817086	56.22
ANT-Land_1999		2.4507034	-75.0817344	56.25
ANT-Land_1999		2.4514985	-75.0817602	56.27
ANT-Land_1999		2.4522936	-75.0817859	56.30
ANT-Land_1999		2.4530887	-75.0818117	56.08
ANT-Land_1999		2.4538838	-75.0818375	56.26
ANT-Land_1999		2.4546789	-75.0818633	56.11
ANT-Land_1999		2.4554740	-75.0818891	56.05
ANT-Land_1999		2.4562691	-75.0819149	56.00
ANT-Land_1999		2.4570642	-75.0819407	56.12
ANT-Land_1999		2.4578593	-75.0819664	56.11
ANT-Land_1999		2.4586544	-75.0819922	56.05
ANT-Land_1999		2.4594496	-75.0820180	56.12
ANT-Land_1999		2.4602447	-75.0820438	56.13
ANT-Land_1999		2.4610398	-75.0820696	56.18
ANT-Land_1999		2.4618349	-75.0820954	56.18
ANT-Land_1999		2.4626300	-75.0821211	56.24
ANT-Land_1999		2.4634251	-75.0821469	56.17
ANT-Land_1999		2.4642202	-75.0821727	56.37
ANT-Land_1999		2.4650153	-75.0821985	56.23
ANT-Land_1999		2.4658104	-75.0822243	56.02
ANT-Land_1999		2.4666055	-75.0822501	56.27
ANT-Land_1999		2.4674006	-75.0822758	56.34
ANT-Land_1999		2.4681958	-75.0823016	56.24
ANT-Land_1999		2.4689909	-75.0823274	56.24
ANT-Land_1999		2.4697860	-75.0823532	56.37
ANT-Land_1999		2.4705811	-75.0823790	56.35
ANT-Land_1999		2.4713762	-75.0824048	56.22
ANT-Land_1999		2.4721713	-75.0824305	56.24
ANT-Land_1999		2.4729664	-75.0824563	56.44
ANT-Land_1999		2.4737615	-75.0824821	56.42
ANT-Land_1999		2.4745566	-75.0825079	56.40
ANT-Land_1999		2.4753517	-75.0825337	56.53
ANT-Land_1999		2.4761468	-75.0825595	56.44
ANT-Land_1999		2.4769420	-75.0825852	56.36
ANT-Land_1999		2.4777371	-75.0826110	56.39
ANT-Land_1999		2.4785322	-75.0826368	56.36
ANT-Land_1999		2.4793273	-75.0826626	56.69
ANT-Land_1999		2.4801224	-75.0826884	57.00
ANT-Land_1999		2.4809175	-75.0827142	56.95
ANT-Land_1999		2.4817126	-75.0827400	57.14
ANT-Land_1999		2.4825077	-75.0827657	57.05
ANT-Land_1999		2.4833028	-75.0827915	57.15
ANT-Land_1999		2.4840979	-75.0828173	57.09
ANT-Land_1999		2.4848930	-75.0828431	57.03
ANT-Land_1999		2.4856882	-75.0828689	57.09
ANT-Land_1999		2.4864833	-75.0828947	57.09
ANT-Land_1999		2.4872784	-75.0829205	57.52
ANT-Land_1999		2.4880735	-75.0829462	57.32
ANT-Land_1999		2.4888686	-75.0829720	57.36
