Age [ka BP]	Depth ice/snow [m]	Age [year AD]	Depth top [m]	Depth bot [m]	d18O H2O [per mil SMOW]	Acc rate ice [kg/m**2/a]
-0.047	0.090000	1997	0.00000	0.18000	-44.04	64.76
-0.046	0.295000	1996	0.18000	0.41000	-44.04	82.75
-0.045	0.585000	1995	0.41000	0.76000	-44.04	125.93
-0.044	0.965000	1994	0.76000	1.17000	-44.30	145.85
-0.043	1.225000	1993	1.17000	1.28000	-47.35	38.53
-0.042	1.350000	1992	1.28000	1.42000	-46.01	49.60
-0.041	1.555000	1991	1.42000	1.69000	-42.73	97.42
-0.040	1.855000	1990	1.69000	2.02000	-40.84	121.56
-0.039	2.215000	1989	2.02000	2.41000	-43.92	142.09
-0.038	2.525000	1988	2.41000	2.64000	-45.08	85.39
-0.037	2.690000	1987	2.64000	2.74000	-45.05	37.56
-0.036	2.820000	1986	2.74000	2.90000	-46.01	60.69
-0.035	3.022500	1985	2.90000	3.14500	-44.01	93.65
-0.034	3.239000	1984	3.14500	3.33300	-45.24	72.64
-0.033	3.389000	1983	3.33300	3.44500	-44.18	44.27
-0.032	3.641000	1982	3.44500	3.83700	-44.47	162.37
-0.031	3.956000	1981	3.83700	4.07500	-43.09	101.09
-0.030	4.170000	1980	4.07500	4.26500	-40.95	80.96
-0.029	4.335000	1979	4.26500	4.40500	-46.45	59.80
-0.028	4.552500	1978	4.40500	4.70000	-47.47	126.41
-0.027	4.779000	1977	4.70000	4.85800	-44.31	67.93
-0.026	4.952000	1976	4.85800	5.04600	-42.88	81.04
-0.025	5.103000	1975	5.04600	5.16000	-43.86	49.25
-0.024	5.200000	1974	5.16000	5.24000	-45.23	34.61
-0.023	5.332000	1973	5.24000	5.42400	-44.21	79.75
-0.022	5.482000	1972	5.42400	5.54000	-43.02	50.39
-0.021	5.598000	1971	5.54000	5.65600	-45.70	50.47
-0.020	5.798000	1970	5.65600	5.94000	-46.34	123.70
-0.019	6.000000	1969	5.94000	6.06000	-46.62	51.93
-0.018	6.140000	1968	6.06000	6.22000	-44.47	68.81
-0.017	6.270000	1967	6.22000	6.32000	-43.51	42.77
-0.016	6.410000	1966	6.32000	6.50000	-45.62	77.43
-0.015	6.592000	1965	6.50000	6.68400	-44.59	81.57
-0.014	6.729000	1964	6.68400	6.77400	-43.58	40.72
-0.013	6.877000	1963	6.77400	6.98000	-44.78	93.38
-0.012	7.078000	1962	6.98000	7.17600	-43.44	87.99
-0.011	7.248000	1961	7.17600	7.32000	-44.25	64.28
-0.010	7.388000	1960	7.32000	7.45600	-44.57	61.24
-0.009	7.517000	1959	7.45600	7.57800	-46.06	55.47
-0.008	7.659000	1958	7.57800	7.74000	-45.29	74.45
-0.007	7.825000	1957	7.74000	7.91000	-47.79	78.83
-0.006	7.970000	1956	7.91000	8.03000	-45.04	55.36
-0.005	8.117500	1955	8.03000	8.20500	-45.41	80.19
-0.004	8.235000	1954	8.20500	8.26500	-47.67	27.34
-0.003	8.345000	1953	8.26500	8.42500	-47.07	73.03
-0.002	8.485000	1952	8.42500	8.54500	-45.41	54.97
-0.001	8.583500	1951	8.54500	8.62200	-45.19	35.37
0.000	8.694000	1950	8.62200	8.76600	-44.97	66.32
0.001	8.813000	1949	8.76600	8.86000	-46.81	43.47
0.002	8.904000	1948	8.86000	8.94800	-45.90	40.88
0.003	9.006000	1947	8.94800	9.06400	-46.57	54.12
0.004	9.107000	1946	9.06400	9.15000	-46.68	40.29
0.005	9.192000	1945	9.15000	9.23400	-46.15	39.52
0.006	9.292000	1944	9.23400	9.35000	-47.22	54.78
0.007	9.396000	1943	9.35000	9.44200	-47.73	43.53
0.008	9.507000	1942	9.44200	9.57200	-46.04	61.57
0.009	9.616000	1941	9.57200	9.66000	-44.31	41.72
0.010	9.695000	1940	9.66000	9.73000	-45.40	33.21
0.011	9.782000	1939	9.73000	9.83400	-44.95	49.35
0.012	9.905000	1938	9.83400	9.97600	-45.41	67.26
0.013	10.081000	1937	9.97600	10.18600	-43.00	99.18
0.014	10.243000	1936	10.18600	10.30000	-43.28	53.82
0.015	10.355000	1935	10.30000	10.41000	-43.92	52.32
0.016	10.475000	1934	10.41000	10.54000	-43.81	62.46
0.017	10.571000	1933	10.54000	10.60200	-45.11	30.04
0.018	10.669000	1932	10.60200	10.73600	-45.38	65.33
0.019	10.784000	1931	10.73600	10.83200	-47.36	47.10
0.020	10.891000	1930	10.83200	10.95000	-47.65	57.78
0.021	11.026000	1929	10.95000	11.10200	-46.52	74.17
0.022	11.157000	1928	11.10200	11.21200	-48.16	53.47
0.023	11.269000	1927	11.21200	11.32600	-49.15	55.33
0.024	11.383000	1926	11.32600	11.44000	-46.43	55.53
0.025	11.530000	1925	11.44000	11.62000	-44.90	88.20
0.026	11.663000	1924	11.62000	11.70600	-45.45	42.34
0.027	11.787000	1923	11.70600	11.86800	-44.74	80.06
0.028	11.917000	1922	11.86800	11.96600	-44.68	48.50
0.029	12.050000	1921	11.96600	12.13400	-46.13	83.27
0.030	12.245000	1920	12.13400	12.35600	-44.56	110.41
0.031	12.410000	1919	12.35600	12.46400	-44.94	54.13
0.032	12.505000	1918	12.46400	12.54600	-44.20	41.31
0.033	12.586000	1917	12.54600	12.62600	-45.03	40.48
0.034	12.682000	1916	12.62600	12.73800	-45.52	56.96
0.035	12.802000	1915	12.73800	12.86600	-44.45	65.30
0.036	12.948000	1914	12.86600	13.03000	-44.30	83.35
0.037	13.085000	1913	13.03000	13.14000	-46.27	55.69
0.038	13.184000	1912	13.14000	13.22800	-47.39	44.42
0.039	13.265000	1911	13.22800	13.30200	-47.04	37.31
0.040	13.340000	1910	13.30200	13.37800	-46.24	38.37
0.041	13.419000	1909	13.37800	13.46000	-45.24	41.50
0.042	13.550000	1908	13.46000	13.64000	-46.51	91.48
0.043	13.678000	1907	13.64000	13.71600	-48.07	38.77
0.044	13.766000	1906	13.71600	13.81600	-46.53	51.16
0.045	13.876000	1905	13.81600	13.93600	-45.24	61.52
0.046	13.973000	1904	13.93600	14.01000	-44.50	38.02
0.047	14.047000	1903	14.01000	14.08400	-44.50	38.07
0.048	14.125000	1902	14.08400	14.16600	-45.13	42.26
0.049	14.238000	1901	14.16600	14.31000	-44.69	74.35
0.050	14.367000	1900	14.31000	14.42400	-46.20	58.88
0.051	14.495000	1899	14.42400	14.56600	-46.98	73.31
0.052	14.620000	1898	14.56600	14.67400	-45.05	55.74
0.053	14.714000	1897	14.67400	14.75400	-44.04	41.28
0.054	14.805000	1896	14.75400	14.85600	-44.08	52.62
0.055	14.932000	1895	14.85600	15.00800	-45.60	78.40
0.056	15.084000	1894	15.00800	15.16000	-45.72	78.38
0.057	15.210000	1893	15.16000	15.26000	-46.71	51.56
0.058	15.316000	1892	15.26000	15.37200	-45.80	57.86
0.059	15.445000	1891	15.37200	15.51800	-44.43	75.71
0.060	15.578500	1890	15.51800	15.63900	-45.10	63.00
0.061	15.697000	1889	15.63900	15.75500	-44.67	60.61
0.062	15.842000	1888	15.75500	15.92900	-44.59	91.23
0.063	15.982000	1887	15.92900	16.03500	-45.83	55.74
0.064	16.104000	1886	16.03500	16.17300	-47.36	72.74
0.065	16.216000	1885	16.17300	16.25900	-48.17	45.44
0.066	16.294000	1884	16.25900	16.32900	-47.49	37.04
0.067	16.408000	1883	16.32900	16.48700	-45.59	83.85
0.068	16.559000	1882	16.48700	16.63100	-46.26	76.72
0.069	16.710000	1881	16.63100	16.78900	-47.30	84.48
0.070	16.838000	1880	16.78900	16.88700	-46.85	52.38
0.071	16.950000	1879	16.88700	17.01300	-46.18	67.17
0.072	17.048000	1878	17.01300	17.08300	-46.16	37.22
0.073	17.140000	1877	17.08300	17.19700	-46.11	60.49
0.074	17.288000	1876	17.19700	17.37900		96.61
0.075	17.419000	1875	17.37900	17.45900	-43.51	42.74
0.076	17.504000	1874	17.45900	17.54900	-44.34	48.28
0.077	17.601500	1873	17.54900	17.65400	-44.79	56.58
0.078	17.732000	1872	17.65400	17.81000	-44.74	84.56
0.079	17.890000	1871	17.81000	17.97000	-44.25	86.67
0.080	18.020000	1870	17.97000	18.07000	-45.93	54.07
0.081	18.104000	1869	18.07000	18.13800	-47.00	36.72
0.082	18.188000	1868	18.13800	18.23800	-46.34	53.94
0.083	18.300000	1867	18.23800	18.36200	-45.32	67.04
0.084	18.409000	1866	18.36200	18.45600	-45.25	51.11
0.085	18.529000	1865	18.45600	18.60200	-44.77	79.95
0.086	18.667000	1864	18.60200	18.73200	-44.62	71.74
0.087	18.800000	1863	18.73200	18.86800	-45.76	75.40
0.088	18.919000	1862	18.86800	18.97000	-43.84	56.44
0.089	19.028000	1861	18.97000	19.08600	-43.06	64.05
0.090	19.119000	1860	19.08600	19.15200	-43.97	36.38
0.091	19.213000	1859	19.15200	19.27400	-44.63	67.14
0.092	19.344000	1858	19.27400	19.41400	-45.80	77.16
0.093	19.454000	1857	19.41400	19.49400	-46.93	44.22
0.094	19.547500	1856	19.49400	19.60100	-48.05	59.28
0.095	19.640000	1855	19.60100	19.67900	-48.85	43.33
0.096	19.723000	1854	19.67900	19.76700	-48.33	48.98
0.097	19.810000	1853	19.76700	19.85300	-47.07	47.94
